"lekid","x","y","man_area","per_miss","per_zero","mean_count","sd_count","min_count","max_count","mean_rugg","length_road","count_OG","mean_ppt","sd_ppt","mean_sb","sd_sb","mean_herb","sd_herb","mean_nest","sd_nest"
"G-Little America 6",-1144883.20121891,2145908.83138126," G",18.75,75,1.96153846153846,5.18058505754529,0,26,0.001337,146593.445,0,19.066667,0.249443,4.329931,3.408774,5.50783,4.734298,0.031133,0.038772
"G-Little Bitter Crk.",-1091906.35670739,2107464.98635269," G",0,62.5,16.9375,26.2714582033246,0,79,0.014486,154916.5048,3,22.956989,0.77479,12.833114,2.707697,6.828363,3.760869,0.165292,0.109942
"G-Little Colo Well 11",-1118895.06462782,2202778.71589852," G",34.375,50,31.952380952381,32.5414753667934,0,98,0.000722,134907.6236,0,20.107526,0.309781,10.07864,3.304772,17.123506,3.330426,0.248023,0.078464
"G-Little Dry Creek",-1134742.44860641,2123247.51516244," G",18.75,46.875,28.2307692307692,25.4736062500898,0,90,0.001289,80067.2056,0,20.32258,0.641927,4.506388,2.423444,6.289105,4.252582,0.059246,0.030507
"G-Little Hogsback",-1212435.16618144,2148452.32943396," G",0,56.25,10.65625,13.7550210773633,0,39,0.008716,148712.0975,0,23.318681,0.48898,9.146522,6.016179,18.052839,5.464393,0.085453,0.074298
"G-Little Muddy Rim",-1193692.8718726,2158566.99143833," G",18.75,65.625,17.1923076923077,24.6657969354639,0,69,0.00388,88558.13227,0,21.98913,0.103689,4.509649,3.651433,14.747221,6.801823,0.031437,0.015169
"G-Little Prospect",-1083603.70529656,2247936.44773439," G",40.625,78.125,4.52631578947368,7.58191137622691,0,25,0.013374,155673.0472,0,27.01111,1.581099,17.600233,3.08818,17.395967,5.842542,0.643926,0.120896
"G-Little Round Mtn North",-1188891.9108074,2166904.4715351," G",12.5,56.25,23.6071428571429,27.8133185332259,0,88,0.003366,98055.3221,0,21.39785,0.489454,4.360607,4.088674,12.741866,7.234302,0.034573,0.025161
"G-Little Round Mtn South",-1191189.23849782,2162321.29889567," G",34.375,65.625,17.047619047619,19.4254374222981,0,59,0.003699,98378.17178,0,21.722221,0.447903,4.945873,4.194186,14.899882,6.811692,0.038062,0.022691
"G-Lost Dog 1",-1119465.88498521,2123240.80358173," G",0,75,2.75,5.58800558800838,0,18,0.010175,122642.3088,0,20.125,1.053268,9.706866,4.628246,15.687091,3.930304,0.112438,0.093767
"G-Lost Dog 2",-1119248.22311203,2117079.30111478," G",0,65.625,5.96875,11.2119877521713,0,35,0.012599,118843.3074,0,20.574468,0.643946,9.53897,4.150758,16.375692,4.264619,0.181748,0.076513
"G-Lost Dog/Hwy 530",-1119018.78048436,2125752.05329079," G",0,46.875,15.5,18.7582240028723,0,60,0.011441,126766.9625,0,19.521739,1.037118,9.153756,4.63154,15.240996,4.35244,0.072751,0.05988
"G-Main Road",-1168861.16179088,2116673.56684108," G",18.75,75,11.5,18.7579316557023,0,50,0.003772,163459.1291,1,19.516128,1.022467,5.488716,3.302277,7.965851,5.410267,0.081713,0.050074
"G-Meadow Sp 2",-1158537.19734132,2130947.99124525," G",18.75,43.75,31.3461538461538,25.5295002813487,0,74,0.003785,125869.415,51,17.473117,0.922728,6.69815,4.994812,9.415709,6.245806,0.126247,0.108106
"G-Meadow Sp 3",-1154124.90199382,2132496.68029196," G",18.75,46.875,24.8846153846154,25.5112946328906,0,79,0.003519,56952.33787,7,19.148935,0.713955,4.163721,3.43307,5.771446,4.942279,0.059988,0.063492
"G-Middle Clear Creek Ridge",-1212527.37468378,2175924.90625775," G",59.375,59.375,33.9230769230769,14.1566329475005,21,71,0.015986,134339.8191,0,24.119565,0.870312,8.194736,5.235988,14.504649,5.887499,0.072868,0.043723
"G-Midland 2",-1087936.74437214,2241122.28036019," G",15.625,56.25,56.2962962962963,82.2855323365465,0,279,0.003048,187159.2636,0,24.266666,0.742368,14.476556,4.198357,14.933866,4.715537,0.387228,0.162837
"G-Mormon Knoll",-1116325.47269262,2185407.79605745," G",34.375,93.75,1.66666666666667,5.26624470883507,0,18,0.001044,157242.2252,16,19,0,8.688032,3.618155,13.898027,5.076001,0.162097,0.077746
"G-Mulkay Springs",-1186599.05645647,2146856.92057447," G",53.125,84.375,4,8.15913160645351,0,29,0.001651,106959.11,0,21.725275,0.446375,2.341587,2.10117,7.883817,6.499561,0.025182,0.010701
"G-Mulkay Springs North",-1190046.8458619,2158657.89457445," G",53.125,75,14.7333333333333,19.2073894510371,0,61,0.002019,89494.88484,0,21.553192,0.497162,3.861263,3.265965,12.774174,7.126542,0.034794,0.0132
"G-Musselman Draw",-1205554.0974026,2117232.91389297," G",0,62.5,9.53125,17.2775901377403,0,78,0.006239,203394.5491,0,28.538461,1.030391,13.607292,6.349393,19.639829,13.72908,0.280246,0.182128
"G-Nancy Hill Grave",-1208206.35390276,2197175.53829831," G",9.375,65.625,4.62068965517241,8.86169039462823,0,39,0.015437,116643.1393,0,27.031915,1.05641,10.852206,4.836362,14.978764,10.841861,0.100041,0.060118
"G-Nellie Case",-1200790.13029328,2217314.53835316," G",68.75,68.75,15.6,7.12117343638751,6,31,0.015037,120152.7018,0,24.943181,0.896431,14.34814,4.568138,15.238363,13.187582,0.235398,0.107735
"G-No Name",-1214804.73654533,2141785.98787187," G",0,78.125,1.84375,4.73905785519007,0,21,0.008414,169357.9515,0,23.881719,0.354675,11.221788,6.474284,18.039896,4.427871,0.157617,0.102247
"G-Norris Tratnik",-1169112.24987627,2202823.44307151," G",56.25,65.625,7.78571428571429,6.32672684154078,0,20,0.002633,130485.789,1,19.945055,0.428712,5.291898,3.330847,13.484837,8.379072,0.066589,0.037099
"G-North Buckboard",-1127307.66476906,2111023.86733756," G",34.375,40.625,58.8571428571429,40.171240601064,0,148,0.002492,120757.9453,0,23.186813,0.466741,7.401682,3.551469,11.994987,5.469299,0.080798,0.068831
"G-North Crawford",-1236109.87323426,2181620.81094933," G",0,15.625,34.28125,24.5662164757922,0,78,0.007118,75873.33532,0,22.399999,0.771722,16.562816,6.061091,16.263109,4.260334,0.563065,0.215217
"G-North Halfway Hollow",-1128562.00214795,2116351.81598287," G",46.875,46.875,47.6470588235294,21.604227527473,17,87,0.003984,98862.14618,0,22.255319,1.00991,6.767812,3.197392,12.305625,5.307397,0.059046,0.049017
"G-North Pacific Crk 7",-1075443.8874937,2214903.22068356," G",0,75,5.5625,12.9663024798899,0,58,0.00053,177748.0801,0,20.944444,0.73577,13.001685,3.308053,16.731931,2.990685,0.294383,0.158885
"G-North Twin Cr",-1207395.63620944,2187342.26451198," G",3.125,46.875,18.9677419354839,25.6625328328645,0,87,0.014706,123145.1217,1,24.404495,0.612951,8.316379,5.00164,15.615323,7.286286,0.048976,0.042832
"G-Oregon Trail Marker",-1066450.27639728,2218445.24227903," G",65.625,71.875,23.8181818181818,22.0944254590074,0,62,0.001577,215696.2784,0,22.34066,0.682911,12.273607,3.092855,15.285778,3.466021,0.255463,0.130186
"G-Ox Yoke",-1081996.10944654,2196214.34148492," G",34.375,68.75,21.952380952381,29.7497498989087,0,91,0.002582,151813.4731,0,20.144443,0.38184,9.410045,5.047649,15.068996,6.146431,0.224072,0.136591
"G-Pacific Creek Playa",-1051473.17995663,2220515.6283147," G",0,6.25,36.84375,28.5714829348561,0,116,0.005259,166097.6093,0,23.863157,0.719802,15.700198,3.855974,10.269582,5.466557,0.417017,0.136425
"G-Patrick Draw",-1053645.52177661,2117074.78741089," G",0,12.5,23.03125,11.7101675561688,0,49,0.002625,110356.1861,24,17.526882,0.632309,9.115136,4.021662,8.191869,2.589294,0.152929,0.062869
"G-Perry Bench",-1200101.09931224,2101655.34353821," G",15.625,56.25,6.2962962962963,8.57462631980056,0,32,0.005428,163042.7281,0,31.649484,1.436212,5.486945,7.545675,42.119922,21.934017,0.015119,0.038905
"G-Petersen Ranch Lek",-1222869.84057122,2200880.13638858," G",0,31.25,24.28125,22.1668662574893,0,76,0.009281,112572.2616,0,22.769229,1.100219,12.800415,6.76107,22.540569,16.256645,0.262054,0.23755
"G-Petroglyph",-1089209.55166224,2168075.28008093," G",53.125,65.625,18.2666666666667,18.9678926710627,0,58,0.004385,100891.7687,0,19.446807,0.576434,5.85014,3.549173,16.567756,5.016328,0.059488,0.043293
"G-Question Mark Reservoir",-1226293.03326169,2174598.0062233," G",65.625,78.125,7.81818181818182,7.3187182186252,0,19,0.016128,125995.7496,2,24.858695,0.745734,12.440532,5.347786,17.053291,5.110811,0.259446,0.152931
"G-Reed Reservoir",-1178869.68029517,2105613.07468926," G",15.625,84.375,3.77777777777778,10.6277334342144,0,40,0.006372,217271.3643,5,24.955055,1.169942,8.356584,5.084638,12.541299,6.278062,0.060917,0.11902
"G-Rifes Rim East",-1060429.07677078,2087337.00561737," G",31.25,40.625,10.1363636363636,7.85157220862078,0,31,0.00482,68931.54012,1,28.301074,1.085435,7.900289,4.098874,9.008934,3.565378,0.109649,0.087046
"G-Rifes Rim West",-1070270.32446332,2086385.73183709," G",28.125,56.25,17.5652173913043,24.4982858156472,0,77,0.008083,96540.2357,0,30.159574,0.76218,9.280267,3.85716,8.777507,3.719202,0.065386,0.038226
"G-Rigby Road",-1048183.11795177,2163263.2870589," G",37.5,96.875,0.5,2.23606797749979,0,10,0.00131,131760.2368,0,17.934782,0.437491,9.395733,4.025914,8.165899,2.595311,0.183954,0.084825
"G-Roberson East",-1170474.70333387,2167835.78587264," G",59.375,87.5,2.38461538461538,4.38821264940639,0,12,0.002092,66754.18492,0,20.279569,0.448787,5.865101,4.251228,10.652964,6.229964,0.104421,0.10955
"G-Roberson North",-1173388.05400647,2169180.1153974," G",59.375,71.875,6.84615384615385,5.88566271893197,0,16,0.002042,75106.44711,0,20.626373,0.483766,6.008747,4.72551,10.56236,6.505102,0.104034,0.116114
"G-Round Mtn",-1178563.82571868,2185408.85206887," G",0,37.5,12.28125,14.0649057082031,0,47,0.002931,133891.4745,0,21.322221,0.786381,7.686773,5.387576,14.071317,6.01448,0.059309,0.046304
"G-Sage",-1228381.01078862,2185380.77457316," G",0,46.875,7.09375,9.66323052573767,0,33,0.00931,136346.1807,0,22.893617,0.939308,14.910943,5.761947,16.381006,5.84458,0.310979,0.219634
"G-Salt Creek 1",-1234778.777837,2154616.55981554," G",12.5,50,15.7857142857143,16.1803656573093,0,51,0.01441,210580.686,14,23,0.516397,15.624134,6.188439,17.585714,4.265929,0.369197,0.175824
"G-Sand Creek",-1042172.45754019,2106517.27152603," G",59.375,78.125,27.3846153846154,36.6822810576134,0,119,0.005059,96426.17113,6,20.544445,1.165819,11.074436,3.477391,8.377943,2.628127,0.132838,0.048976
"G-Sand Knoll",-1227133.23323599,2176721.96644642," G",40.625,84.375,1.47368421052632,2.835654364078,0,10,0.014685,133522.491,2,24.413043,0.49238,13.414024,4.926139,17.436771,4.816344,0.315478,0.134783
"G-Sand Knolls 1",-1096308.29543934,2182048.2327155," G",12.5,43.75,30.2857142857143,35.2544792455981,0,119,0.002099,124400.4091,0,19.977272,0.673816,9.971617,3.763557,15.528706,4.507577,0.191224,0.121967
"G-School Sect Springs",-1188397.27581054,2188195.96765948," G",0,93.75,1.0625,5.32757585737914,0,30,0.007788,162469.076,0,23.333333,0.516397,11.205917,4.294595,11.814117,5.326739,0.106912,0.073001
"G-Shurtleff",-1215065.17357583,2145196.64099399," G",0,93.75,0.25,1.24434203367651,0,7,0.009019,166564.6747,0,23.869565,0.336781,11.725182,5.871582,17.686216,4.770923,0.16637,0.103741
"G-Simpson",-1111799.941773,2207716.06527625," G",15.625,53.125,27.4074074074074,36.2610824006413,0,116,0.00034,99978.5626,0,20,0,11.163032,3.608806,17.201971,2.802313,0.305482,0.094357
"G-Skull Point West",-1207351.61324852,2170598.23498668," G",53.125,56.25,19.3333333333333,11.0432051938004,0,39,0.01132,141526.9168,1,23.186813,0.591368,7.496216,5.345549,15.719641,5.810801,0.077284,0.044375
"G-Small Pox Creek",-1214276.81428556,2188368.38769707," G",53.125,78.125,4.46666666666667,7.3568885762807,0,19,0.022417,120735.392,0,25.170454,1.14039,11.150442,5.344297,15.768038,9.57315,0.095566,0.083717
"G-Snow Creek",-1226725.63938889,2208931.6180862," G",15.625,87.5,1.51851851851852,3.80657700434767,0,13,0.009677,112553.6284,0,23.69149,1.536967,11.18451,7.684986,29.332487,20.426925,0.233226,0.213768
"G-Solvay 1",-1140572.30637537,2137049.14340168," G",0,75,4.34375,9.07179028815471,0,30,0.001139,106515.6347,0,19,0,4.231246,2.806632,5.015601,4.055741,0.039437,0.024909
"G-Solvay 2",-1134585.12198361,2133636.71179458," G",37.5,59.375,8.3,9.67960416763543,0,31,0.001638,101393.4694,0,19.096775,0.389775,4.47015,2.353049,6.666002,5.107208,0.047036,0.015465
"G-South Banana Ranch",-1104269.24485843,2184883.35904486," G",68.75,71.875,10.4,8.69482604771366,0,32,0.000554,130211.4768,0,19,0,9.21664,3.692748,14.04509,4.65056,0.164102,0.075268
"G-South Collett Ck",-1224694.70335129,2177884.79976094," G",43.75,50,21.1111111111111,16.8867817742994,0,61,0.013013,143813.5999,3,24.881719,0.787666,13.749641,4.84561,16.540313,4.941016,0.334521,0.150907
"G-South Haystack 1",-1212660.57208528,2136951.5584703," G",0,84.375,0.625,1.91344984846236,0,9,0.01056,188952.6538,0,23.510869,0.521172,9.687678,6.526286,19.291988,4.3416,0.065016,0.078481
"G-South Haystack 2",-1216300.37215224,2136817.54550646," G",12.5,93.75,0.0714285714285714,0.262265264156481,0,1,0.009288,166347.19,0,23.880434,0.622798,10.00915,6.124703,18.27783,6.134089,0.10916,0.099838
"G-South Twin Creek",-1207736.71289391,2176405.73705851," G",0,28.125,21.21875,24.5865612059817,0,106,0.013751,131352.0503,0,22.826086,0.502357,7.996751,5.418614,15.033578,6.006888,0.064529,0.045439
"G-Spicer 1",-1086295.7375346,2225030.83811861," G",12.5,50,22.6071428571429,28.173193570819,0,94,0.001321,187358.3181,0,21.933332,0.727247,12.790658,4.349636,16.680252,2.964205,0.361443,0.120247
"G-Spicer 2",-1088921.10953587,2223007.30787373," G",62.5,62.5,46.3333333333333,25.6810270728246,19,89,0.001173,168172.9744,0,21.354839,0.478464,12.057238,4.181029,17.143529,2.724685,0.338886,0.10396
"G-Spicer 3",-1090549.51332995,2227645.43792563," G",65.625,65.625,98,50.5272203866391,30,168,0.000729,154568.9029,1,22.095745,0.669536,12.489113,4.105473,17.414892,2.695979,0.368549,0.113389
"G-Spicer 4",-1088684.94466075,2230475.05705739," G",71.875,71.875,91.8888888888889,48.9551949348699,30,162,0.003602,147071.3257,0,23.193548,1.099932,12.698507,4.368735,16.419906,3.425952,0.34611,0.140058
"G-Spitzi",-1107734.5925067,2096455.660901," G",59.375,71.875,8.69230769230769,8.34050973047227,0,26,0.038426,72154.55084,0,31.351064,2.176799,11.710559,4.096963,12.165986,5.712223,0.122535,0.055687
"G-Stagecoach",-1108944.48191507,2183555.44773053," G",68.75,71.875,42.4,22.5595508229515,0,68,0.000607,135426.3987,10,19,0,8.263428,3.324685,13.169867,5.263041,0.168656,0.058752
"G-Stateline",-1028963.58779157,2066369.85000588," G",65.625,65.625,38.5454545454545,16.4885635296932,13,65,0.005126,51595.51874,0,25.472526,0.634894,7.511192,3.577713,7.918925,3.857359,0.11723,0.052377
"G-Sublette",-1084191.02245584,2215073.10829685," G",40.625,65.625,63.0526315789474,76.4093316612067,0,233,0.000656,197440.6144,0,20.840909,0.36576,10.713342,3.435733,16.436244,3.979091,0.176711,0.075549
"G-Sullivan Hollow",-1177115.17440354,2207522.36182669," G",62.5,68.75,16.4166666666667,11.2932669669976,0,41,0.007029,139343.3343,0,21.784946,0.814511,8.636424,5.27935,14.477011,11.842882,0.121374,0.074253
"G-Trail Creek",-1220596.77687841,2209557.30338974," G",0,96.875,0.3125,1.76776695296637,0,10,0.007127,141028.5074,0,23.891304,0.839986,12.257519,7.130043,28.751359,19.795406,0.245472,0.231971
"G-Upper 10 Mile",-1042484.85006087,2153899.78016877," G",34.375,40.625,25.1428571428571,17.2316154619517,0,57,0.003034,173450.0663,1,17.439559,0.744338,10.03903,4.825404,8.675793,3.193405,0.149324,0.073864
"G-Upper Dry Wash 1",-1173028.63835375,2112010.46403356," G",21.875,59.375,10.44,12.3155727976141,0,39,0.003881,173153.6565,2,21.791208,1.053685,6.35831,3.386999,9.909209,5.545615,0.053102,0.044255
"G-Upper Dry Wash 2",-1169327.8438362,2111693.32866585," G",0,90.625,0.34375,1.59857547472339,0,9,0.002611,168684.1166,3,21.11111,0.959681,5.92282,3.456846,9.946394,5.706511,0.062772,0.038575
"G-Upper Salt Wells 1",-1074713.77914095,2084663.0657772," G",12.5,68.75,13.0357142857143,18.4038686409239,0,46,0.013552,98478.50417,0,30.880434,0.818832,11.379032,3.867837,7.98925,3.879446,0.11336,0.07822
"G-Upper Salt Wells 2",-1081634.51023868,2085985.24601019," G",12.5,50,12.0357142857143,12.1090175851845,0,37,0.015137,117454.3379,0,28.297872,1.950612,12.742574,3.335716,6.670219,2.489423,0.208386,0.106939
"G-Viva Naughton",-1200135.2378101,2202519.46765638," G",53.125,56.25,9.8,6.7738994888996,0,26,0.0135,131743.7322,0,25.819149,0.850065,12.66763,6.269583,16.91765,16.618509,0.13614,0.127769
"G-Viva Naughton West",-1203334.38539276,2200479.41715594," G",53.125,81.25,2.4,3.94244304243665,0,11,0.009259,117009.5771,0,25.808988,0.684932,12.357335,5.339169,13.055608,10.251338,0.123098,0.09521
"G-West Beaver",-1202945.17425975,2214904.19707447," G",53.125,65.625,5.86666666666667,5.19431924133975,0,16,0.008307,115158.0639,0,24.945055,0.541926,13.761667,5.005554,16.953933,15.749003,0.219686,0.101578
"G-Williams Gas Line",-1169558.40301078,2200058.5481459," G",56.25,93.75,1,2.54195563720897,0,7,0.002092,129693.9778,0,19.774192,0.531361,4.82814,3.095535,13.564519,6.577517,0.060244,0.036582
"G-Williams Reservoir No 2",-1077571.93209127,2222029.70341054," G",65.625,71.875,37.8181818181818,35.4790591245545,0,106,0.001049,199269.5809,0,22.223403,0.416527,13.720975,2.884739,15.973832,3.466243,0.432398,0.119742
"G-Wyman Creek",-1220265.33873446,2207413.11625185," G",3.125,46.875,7.41935483870968,8.91356342341411,0,25,0.009695,137385.7158,0,23.955554,1.144174,13.069421,6.727194,26.684589,18.723247,0.283652,0.250968
"G-Yellow Point North",-1149282.48813303,2170296.32338377," G",68.75,71.875,24.4,14.5541135842147,0,48,0.001023,82806.46814,4,18.64516,0.478464,1.975415,1.634047,4.285178,4.084185,0.022611,0.006284
"G-Zieglers Wash North",-1169126.37589754,2163414.579865," G",59.375,71.875,3.61538461538462,3.33012666271774,0,9,0.002308,83193.74704,0,20.065933,0.248166,4.031399,2.59019,8.118579,5.665872,0.050721,0.024263
"G-Zieglers Wonder Wash",-1168223.59227638,2160156.73156124," G",34.375,62.5,17.4285714285714,18.3236771106987,0,58,0.002203,86316.86039,8,20,0,3.238621,2.456428,6.148969,5.092669,0.040314,0.023387
"H-10 Creston",-968792.378283256,2133948.62498201," H",3.125,90.625,0.709677419354839,2.67324457525678,0,14,0.001626,215922.2922,43,23.681318,0.644147,11.831491,3.364433,6.273835,2.615425,0.210641,0.106648
"H-1277023",-832715.601915775,2046230.63295258," H",0,90.625,0.125,0.421211769587116,0,2,0.021377,127935.6053,0,34.166667,0.521749,9.192715,4.409383,29.831214,13.574326,0.03747,0.059949
"H-1277114",-832817.533712343,2043636.76225246," H",0,75,1.65625,3.16848773330891,0,11,0.016599,90039.81001,0,34.451614,0.613751,8.507928,4.52699,30.216106,15.330302,0.014288,0.015743
"H-1281031",-872831.944153488,2051615.2383173," H",0,90.625,0.5,1.66559105076459,0,7,0.012171,122474.4313,0,35.033332,2.272785,7.032522,8.626341,20.447666,8.290334,0.023365,0.051572
"H-1376324",-827470.982033074,2047571.7786452," H",0,100,0,0,0,0,0.010778,144268.2815,0,34.032608,0.902304,10.234278,2.125957,17.269535,6.562513,0.163399,0.07732
"H-1381171",-875248.914491649,2058606.08754156," H",46.875,53.125,13.8823529411765,9.57132666445185,0,32,0.006112,147431.6736,0,33.542552,0.985694,10.504432,10.372362,22.829032,10.131969,0.063676,0.124959
"H-1477074",-837181.666622922,2065094.42580469," H",0,96.875,0.125,0.707106781186548,0,4,0.020374,143583.4479,0,31.211111,1.804281,0,0,29.26198,12.112812,0,0
"H-1482163",-882318.429680705,2068399.15751162," H",0,93.75,1.125,5.67819826035257,0,32,0.006576,192712.7343,0,31.644443,1.285051,7.62756,7.430215,19.007328,8.731035,0.066092,0.148237
"H-1482221",-880813.096946654,2067448.89581455," H",0,90.625,0.40625,1.34066365366488,0,6,0.006633,185682.5404,0,32.544445,1.415478,9.438437,8.616705,19.815229,8.642058,0.156432,0.245008
"H-1582282",-880548.902284696,2075160.57915877," H",0,34.375,15.28125,19.2458363741859,0,85,0.017467,153616.9528,0,30.297872,1.303267,9.938954,8.085706,18.775209,8.03103,0.116893,0.140862
"H-1583113",-886966.105982418,2080020.30716343," H",28.125,96.875,0.347826086956522,1.6681153124566,0,8,0.009335,148573.1056,0,28.23913,0.59654,5.387169,5.435005,15.159331,7.489642,0.008008,0.014374
"H-1583243",-886279.443774235,2077050.56870445," H",59.375,90.625,1.84615384615385,4.29818089130262,0,15,0.004808,140670.3495,0,28.5,0.631613,3.91945,5.080082,16.613599,8.095263,0.010149,0.02605
"H-1583351",-887935.647894898,2074389.74469525," H",0,93.75,0.53125,2.8282489168183,0,16,0.001555,132764.1323,0,28.829786,0.894882,3.446924,4.608736,16.178302,7.884118,0.010294,0.030357
"H-1585153",-907980.759882818,2080614.37334468," H",68.75,81.25,3.8,4.89444129146071,0,15,0.013114,170006.5702,0,35.590908,3.403328,7.784051,6.375975,19.290151,10.876125,0.027721,0.040837
"H-1684133",-894421.708312027,2089298.28716524," H",0,31.25,28.65625,26.9965462247399,0,86,0.002394,221289.1043,0,27.388889,0.64454,7.784839,2.925118,8.45189,4.327284,0.065336,0.065357
"H-1684253",-894516.469600591,2086067.48017689," H",0,43.75,11.875,13.6753840542874,0,42,0.001596,206423.6939,0,27.606382,0.605262,6.75796,3.717052,9.736351,6.450268,0.069257,0.069098
"H-1684273",-897700.576229034,2086120.04861907," H",0,87.5,1.375,6.21522584127596,0,35,0.001256,202215.2693,0,28.177778,0.484831,6.715836,3.864619,10.404435,7.489382,0.068571,0.068745
"H-1684331",-899464.574735121,2085372.57848103," H",15.625,87.5,0.814814814814815,2.23670494318071,0,8,0.001179,177289.5327,0,28.434782,0.59535,6.242728,4.248333,12.036823,8.871004,0.054754,0.066609
"H-1684353",-896368.717412246,2084376.61292523," H",0,87.5,1.03125,3.57846944214801,0,19,0.001281,193285.1694,0,28.123596,0.557285,6.484367,3.896145,10.800438,7.945445,0.063318,0.069444
"H-1685214",-907258.32435894,2088980.32488122," H",53.125,53.125,23.8,11.4217836985798,7,45,0.003151,178904.735,0,29.602149,1.510819,6.713898,4.467112,14.466266,9.472402,0.043363,0.048724
"H-1685232",-904438.531640709,2089296.0455549," H",0,59.375,7.875,11.7905101260403,0,45,0.00169,166714.7256,0,28.43617,0.917425,5.512055,4.418307,14.206401,9.326562,0.031501,0.0421
"H-1783041",-888109.965216564,2102590.9339969," H",0,34.375,32.34375,29.9931275730442,0,91,0.001415,236217.7224,0,26.258426,0.727132,7.847899,2.966211,8.051882,4.433199,0.084535,0.068733
"H-1784314",-901222.768595117,2095355.16063649," H",0,56.25,3.9375,7.11172362393434,0,31,0.001578,193909.7974,0,26.617021,0.888536,6.883573,3.596385,8.932488,6.651322,0.079497,0.061042
"H-1785042",-906501.616020549,2105237.37120623," H",0,34.375,17.3125,15.3316823561854,0,43,0.003492,158542.3872,0,27.35955,1.439781,8.755364,3.655273,8.838944,5.075633,0.153486,0.100612
"H-1785102",-904964.078714817,2102787.31237546," H",3.125,93.75,1.19354838709677,4.62182759550599,0,19,0.003336,187464.7501,0,26.652173,1.237413,7.436995,3.863888,9.165052,6.062148,0.115671,0.099307
"H-1785282",-907330.975923017,2098249.21435026," H",0,93.75,0.59375,2.60098461505291,0,14,0.00481,168256.6284,0,28.344444,0.858436,9.113807,2.999044,7.636235,4.802086,0.16692,0.078984
"H-1785331",-907804.97235228,2097270.77127451," H",0,28.125,42.40625,35.4736243453294,0,130,0.004745,164134.9616,0,28.537633,0.63176,8.839416,3.303732,8.428302,6.574202,0.153253,0.083392
"H-1785362",-903175.907756502,2096852.10738961," H",0,40.625,20.46875,20.547324407878,0,59,0.001866,192281.0143,0,27.097826,1.198366,7.756973,3.012354,7.399231,4.627496,0.110489,0.066251
"H-1786163",-917029.829996831,2102183.01302628," H",0,56.25,32.28125,48.7642348944255,0,175,0.006116,185755.9527,0,31.19149,1.214071,12.929326,4.452317,11.910828,7.661317,0.259484,0.125029
"H-1883112",-883270.975832231,2110401.12599126," H",0,81.25,1.46875,3.63659158926278,0,17,0.002477,209658.1301,0,27.688171,0.89176,7.826075,5.330856,14.503996,9.010907,0.133002,0.122984
"H-1883133",-883218.747218661,2110426.63984903," H",0,71.875,4.90625,9.35107161359492,0,35,0.002487,209979.1203,0,27.688171,0.89176,7.848473,5.366947,14.565748,9.028644,0.133647,0.123317
"H-1883152",-885606.519023403,2108877.09151128," H",0,68.75,4.4375,7.79965880147041,0,28,0.001814,218063.1362,0,27.172042,0.597911,7.870175,3.780549,10.754248,6.757016,0.106366,0.090395
"H-1885223",-905419.530800788,2108578.39396277," H",0,37.5,15.65625,15.6217577281217,0,51,0.003865,156706.4016,0,25.795454,1.575083,8.624873,3.255448,7.483095,3.300396,0.112554,0.078933
"H-1981293",-868759.484192643,2113100.51667482," H",0,81.25,0.625,1.56060368798992,0,6,0.025402,130143.7778,0,35.755554,4.773331,11.170303,7.53506,23.030622,9.674935,0.127404,0.153406
"H-1983074",-889138.780632389,2119629.60090104," H",0,25,19.25,16.0120922047743,0,45,0.000392,172986.4,0,26.19149,0.570117,4.96022,3.93763,11.014447,9.020428,0.012776,0.022566
"H-1983302",-889403.71433474,2115767.86659649," H",0,100,0,0,0,0,0.000839,186526.6292,0,26.736263,0.440657,5.642251,4.224209,11.19815,9.791169,0.016599,0.028062
"H-1983323",-890301.997865124,2117389.53490201," H",0,81.25,3.0625,7.20187027680109,0,26,0.000716,183869.8796,0,26.505376,0.499971,5.893255,4.042118,9.825717,8.41535,0.010668,0.015787
"H-1984172",-896679.978620759,2119954.18269578," H",0,37.5,16.03125,16.1694342770151,0,45,0.001645,185546.1506,0,25.184782,0.93168,6.901826,3.080919,6.978908,4.313989,0.027835,0.027534
"H-1984294",-896940.127988155,2115606.32166974," H",0,90.625,0.34375,1.15309891023025,0,5,0.002929,194976.1673,0,26.043478,0.569382,7.579145,3.468082,7.201567,4.307539,0.025035,0.026342
"H-1984312",-899287.676497064,2115317.77355477," H",9.375,37.5,15.3448275862069,15.0837563104652,0,64,0.004445,198263.2823,0,25.516853,0.720679,7.239455,3.811652,7.756656,4.811549,0.030816,0.030096
"H-1984332",-895979.925490974,2115213.7276411," H",0,40.625,19.75,23.2156787954926,0,69,0.002414,202195.6145,0,26.258064,0.546803,7.688117,3.428967,7.055369,4.174069,0.021727,0.023265
"H-2083292",-886674.524411811,2125189.72210163," H",0,93.75,0.21875,0.870089910074185,0,4,0.001242,194276.4493,4,25,0.649786,5.540236,4.086043,11.199097,8.77311,0.022802,0.029307
"H-2084341",-893911.000563318,2124565.2796147," H",0,37.5,13.09375,16.2666477998745,0,62,0.001728,211815.3095,2,24.184782,1.259134,6.818075,2.389323,6.331396,3.072195,0.025048,0.018738
"H-25 Creston",-966719.489718372,2137916.07561753," H",0,100,0,0,0,0,0.001337,211504.7521,22,22.913978,0.541918,11.469019,3.436418,5.87327,2.65443,0.125963,0.090031
